transaction_id,date,year,sender_state,receiver_state,sender_account,receiver_account,amount_inr,transaction_type,channel,risk_score,flagged
TX0002582,2019-11-09,2019,Telangana,Delhi,ACC642180,ACC763758,3247.1,Trade Invoice Payment,UPI,0.12,False
TX0002583,2019-08-15,2019,Uttar Pradesh,Punjab,ACC757979,ACC975209,356960.62,Trade Invoice Payment,Crypto Exchange,0.24,False
TX0002584,2021-05-19,2021,Maharashtra,Andhra Pradesh,ACC727928,ACC734688,49252.79,Cash Deposit,Cash,0.15,False
TX0002585,2024-11-23,2024,Gujarat,Bihar,ACC508821,ACC986029,658412.15,Trade Invoice Payment,Cash,0.19,False
TX0002586,2019-11-13,2019,Jammu and Kashmir,Karnataka,ACC422668,ACC222907,83487.22,Trade Invoice Payment,Hawala Network,0.24,False
TX0002587,2022-12-18,2022,West Bengal,Gujarat,ACC220725,ACC715467,79063.18,Crypto Off-ramp,Bank Transfer,0.66,True
TX0002588,2019-03-17,2019,Maharashtra,Manipur,ACC125729,ACC252707,116491.47,Cash Deposit,UPI,0.25,False
TX0002589,2021-07-26,2021,Rajasthan,Mizoram,ACC240037,ACC168293,934863.27,Trade Invoice Payment,Crypto Exchange,0.11,False
TX0002590,2019-11-12,2019,Uttar Pradesh,Andhra Pradesh,ACC751168,ACC844819,280842.11,Remittance,Hawala Network,0.27,False
TX0002591,2020-01-14,2020,Haryana,Jammu and Kashmir,ACC473443,ACC501867,273892.92,Trade Invoice Payment,Cash,0.22,False
TX0002592,2021-12-02,2021,Gujarat,West Bengal,ACC347754,ACC940757,264898.95,Crypto Off-ramp,Cash,0.69,True
TX0002593,2023-09-06,2023,Karnataka,Kerala,ACC797678,ACC725273,54994.8,Crypto Off-ramp,Bank Transfer,0.71,True
TX0002594,2018-09-01,2018,Kerala,Karnataka,ACC237890,ACC278456,10640.22,Trade Invoice Payment,UPI,0.17,False
TX0002595,2020-09-12,2020,West Bengal,Uttar Pradesh,ACC332537,ACC312839,43849.56,Crypto Off-ramp,Hawala Network,0.57,False
TX0002596,2018-06-17,2018,Assam,Odisha,ACC592653,ACC522578,47745.43,Trade Invoice Payment,Crypto Exchange,0.17,False
TX0002597,2023-02-01,2023,Kerala,Jammu and Kashmir,ACC129839,ACC958221,193455.27,Trade Invoice Payment,Crypto Exchange,0.29,False
TX0002598,2023-11-18,2023,Gujarat,Odisha,ACC738260,ACC917272,7735.54,Trade Invoice Payment,UPI,0.17,False
TX0002599,2018-09-17,2018,Rajasthan,Bihar,ACC550436,ACC150331,39459.74,Trade Invoice Payment,UPI,0.21,False
TX0002600,2022-07-12,2022,Andhra Pradesh,Assam,ACC834365,ACC746091,70671.63,Trade Invoice Payment,Cash,0.12,False
TX0002601,2023-01-05,2023,Maharashtra,Gujarat,ACC732154,ACC305412,390157.23,Crypto Off-ramp,Cash,0.7,True
TX0002602,2019-07-09,2019,Karnataka,Karnataka,ACC576872,ACC594768,67040.3,Remittance,Bank Transfer,0.0,False
TX0002603,2020-01-05,2020,Bihar,Mizoram,ACC160462,ACC433253,83801.41,Remittance,Crypto Exchange,0.28,False
TX0002604,2024-09-16,2024,Assam,Bihar,ACC858884,ACC184924,62275.31,Remittance,Crypto Exchange,0.14,False
TX0002605,2022-02-07,2022,Manipur,West Bengal,ACC917823,ACC553534,69930.83,Trade Invoice Payment,Bank Transfer,0.25,False
TX0002606,2020-12-17,2020,Uttar Pradesh,Bihar,ACC258072,ACC493985,116950.56,Trade Invoice Payment,Hawala Network,0.21,False
TX0002607,2021-11-13,2021,Karnataka,Tamil Nadu,ACC779595,ACC998256,30890.49,Crypto Off-ramp,Bank Transfer,0.6,False
TX0002608,2024-08-13,2024,Madhya Pradesh,West Bengal,ACC797029,ACC572626,61979.14,Remittance,Cash,0.25,False
TX0002609,2023-04-21,2023,Mizoram,Manipur,ACC387122,ACC587475,41398.79,Hawala-linked Transfer,Cash,0.74,True
TX0002610,2023-08-04,2023,Bihar,Tamil Nadu,ACC965171,ACC671326,52472.06,Trade Invoice Payment,Hawala Network,0.17,False
TX0002611,2021-07-23,2021,Rajasthan,Gujarat,ACC124601,ACC182126,114329.33,Trade Invoice Payment,Crypto Exchange,0.17,False
TX0002612,2021-12-16,2021,Mizoram,Karnataka,ACC172522,ACC855275,47649.47,Trade Invoice Payment,Cash,0.19,False
TX0002613,2020-06-20,2020,Punjab,Jammu and Kashmir,ACC399528,ACC819560,142562.4,Trade Invoice Payment,UPI,0.14,False
TX0002614,2020-06-17,2020,Bihar,Haryana,ACC408213,ACC695060,111224.01,Trade Invoice Payment,Crypto Exchange,0.21,False
TX0002615,2018-12-03,2018,Assam,Bihar,ACC629642,ACC268069,240146.39,Trade Invoice Payment,Cash,0.24,False
TX0002616,2020-03-04,2020,Telangana,Gujarat,ACC797306,ACC603099,57451.05,Cash Deposit,Bank Transfer,0.17,False
TX0002617,2022-01-01,2022,Delhi,Manipur,ACC505028,ACC520857,584123.34,Remittance,UPI,0.16,False
TX0002618,2023-07-20,2023,Punjab,Andhra Pradesh,ACC497556,ACC784495,142183.18,Shell Company Transfer,Hawala Network,0.58,False
TX0002619,2019-11-06,2019,Haryana,Gujarat,ACC402039,ACC421785,33051.6,Remittance,Cash,0.16,False
TX0002620,2024-07-07,2024,Odisha,Assam,ACC996960,ACC920720,19517.49,Remittance,Bank Transfer,0.27,False
TX0002621,2020-02-12,2020,Madhya Pradesh,Andhra Pradesh,ACC463901,ACC791311,296432.98,Cash Deposit,Hawala Network,0.29,False
TX0002622,2021-04-17,2021,Rajasthan,Telangana,ACC563754,ACC966264,30707.39,Trade Invoice Payment,Bank Transfer,0.14,False
TX0002623,2018-06-20,2018,Kerala,Punjab,ACC515716,ACC811943,84449.71,Remittance,Bank Transfer,0.11,False
TX0002624,2024-07-20,2024,West Bengal,Bihar,ACC182662,ACC870942,15863.29,Trade Invoice Payment,Cash,0.2,False
TX0002625,2021-01-25,2021,Kerala,Haryana,ACC451242,ACC100480,24632.54,Trade Invoice Payment,Cash,0.25,False
TX0002626,2020-02-18,2020,Karnataka,Mizoram,ACC646604,ACC878985,79562.89,Cash Deposit,Cash,0.21,False
TX0002627,2023-08-07,2023,Gujarat,Bihar,ACC767886,ACC460085,7118.86,Remittance,Crypto Exchange,0.3,False
TX0002628,2018-03-25,2018,Madhya Pradesh,Gujarat,ACC770794,ACC170417,173811.26,Remittance,Hawala Network,0.25,False
TX0002629,2023-09-19,2023,Madhya Pradesh,Manipur,ACC608605,ACC940229,435540.76,Shell Company Transfer,UPI,0.74,True
TX0002630,2022-12-10,2022,Karnataka,Assam,ACC461955,ACC497662,385478.56,Shell Company Transfer,Crypto Exchange,0.61,False
TX0002631,2023-12-04,2023,Bihar,Gujarat,ACC165715,ACC740016,284985.78,Cash Deposit,Bank Transfer,0.21,False
TX0002632,2019-04-24,2019,Manipur,Jammu and Kashmir,ACC538287,ACC505274,3892.5,Trade Invoice Payment,Hawala Network,0.14,False
TX0002633,2020-11-24,2020,Mizoram,West Bengal,ACC877436,ACC704519,777569.95,Cash Deposit,UPI,0.2,False
TX0002634,2018-10-15,2018,Andhra Pradesh,Maharashtra,ACC969504,ACC945036,2450290.96,Shell Company Transfer,Cash,0.95,True
TX0002635,2019-07-06,2019,Bihar,Karnataka,ACC680876,ACC288690,115101.07,Trade Invoice Payment,Bank Transfer,0.24,False
TX0002636,2020-12-22,2020,Haryana,Mizoram,ACC794719,ACC814894,420079.2,Hawala-linked Transfer,Hawala Network,0.7,True
TX0002637,2020-12-05,2020,Haryana,Karnataka,ACC766640,ACC287700,29467.49,Remittance,Cash,0.16,False
TX0002638,2021-11-04,2021,Mizoram,Andhra Pradesh,ACC307095,ACC630812,77842.15,Trade Invoice Payment,Crypto Exchange,0.2,False
TX0002639,2023-05-08,2023,Kerala,Andhra Pradesh,ACC690199,ACC645780,255108.48,Remittance,UPI,0.1,False
TX0002640,2021-04-26,2021,Assam,Andhra Pradesh,ACC224582,ACC733809,2415691.13,Trade Invoice Payment,UPI,0.35,False
TX0002641,2023-10-05,2023,Rajasthan,Uttar Pradesh,ACC272040,ACC351886,552018.9,Trade Invoice Payment,UPI,0.15,False
TX0002642,2021-08-26,2021,Karnataka,Rajasthan,ACC125678,ACC941240,1082710.61,Trade Invoice Payment,Crypto Exchange,0.25,False
TX0002643,2021-03-25,2021,Manipur,Jammu and Kashmir,ACC820841,ACC828663,26619.29,Remittance,Cash,0.29,False
TX0002644,2023-03-12,2023,Manipur,Delhi,ACC237596,ACC201767,10664.99,Trade Invoice Payment,Hawala Network,0.23,False
TX0002645,2023-08-20,2023,Bihar,Telangana,ACC162565,ACC935810,26898.36,Shell Company Transfer,Cash,0.56,False
TX0002646,2023-10-16,2023,Kerala,Mizoram,ACC665738,ACC469061,434128.33,Trade Invoice Payment,Hawala Network,0.17,False
TX0002647,2023-09-07,2023,Delhi,Uttar Pradesh,ACC984067,ACC572552,29218.75,Trade Invoice Payment,UPI,0.13,False
TX0002648,2020-05-16,2020,Mizoram,Punjab,ACC361794,ACC381583,158884.77,Cash Deposit,Cash,0.15,False
TX0002649,2024-12-10,2024,Karnataka,West Bengal,ACC295077,ACC221105,336373.8,Cash Deposit,Crypto Exchange,0.29,False
TX0002650,2021-10-17,2021,Assam,Madhya Pradesh,ACC206750,ACC757625,1381506.72,Remittance,Crypto Exchange,0.17,False
TX0002651,2022-04-27,2022,Karnataka,Andhra Pradesh,ACC413556,ACC133987,344283.21,Cash Deposit,Crypto Exchange,0.11,False
TX0002652,2024-08-17,2024,Rajasthan,Uttar Pradesh,ACC199646,ACC919632,984003.01,Remittance,UPI,0.12,False
TX0002653,2020-07-15,2020,Bihar,Jammu and Kashmir,ACC420428,ACC224250,42338.29,Cash Deposit,Crypto Exchange,0.13,False
TX0002654,2019-12-09,2019,Maharashtra,Karnataka,ACC188923,ACC121012,265787.69,Trade Invoice Payment,Cash,0.18,False
TX0002655,2019-10-13,2019,Kerala,Andhra Pradesh,ACC589413,ACC873561,71168.02,Hawala-linked Transfer,Bank Transfer,0.66,True
TX0002656,2023-08-16,2023,Jammu and Kashmir,Madhya Pradesh,ACC278851,ACC704557,30290.28,Trade Invoice Payment,UPI,0.24,False
TX0002657,2023-09-01,2023,Karnataka,Gujarat,ACC667105,ACC579044,1993330.6,Remittance,Crypto Exchange,0.28,False
TX0002658,2019-06-14,2019,Gujarat,Manipur,ACC394364,ACC434107,2309323.33,Hawala-linked Transfer,Cash,0.84,True
TX0002659,2022-11-26,2022,Andhra Pradesh,Mizoram,ACC500217,ACC669775,33585.39,Shell Company Transfer,Hawala Network,0.63,False
TX0002660,2024-09-09,2024,Madhya Pradesh,Assam,ACC476690,ACC207712,91534.58,Trade Invoice Payment,Crypto Exchange,0.18,False
TX0002661,2022-03-19,2022,Andhra Pradesh,Gujarat,ACC744600,ACC816918,500243.68,Remittance,Hawala Network,0.21,False
TX0002662,2021-05-07,2021,Andhra Pradesh,Maharashtra,ACC484970,ACC592150,129616.44,Trade Invoice Payment,Bank Transfer,0.16,False
TX0002663,2023-02-03,2023,Maharashtra,Gujarat,ACC171556,ACC488824,200361.44,Shell Company Transfer,Cash,0.59,False
TX0002664,2024-01-15,2024,West Bengal,Gujarat,ACC181313,ACC553517,100021.9,Remittance,Cash,0.11,False
TX0002665,2022-09-26,2022,Rajasthan,Karnataka,ACC286709,ACC608935,29471.17,Shell Company Transfer,Bank Transfer,0.61,False
TX0002666,2024-03-15,2024,Punjab,Gujarat,ACC356627,ACC667448,47981.07,Crypto Off-ramp,Hawala Network,0.6,False
TX0002667,2020-04-12,2020,Bihar,Delhi,ACC711045,ACC480558,542445.5,Trade Invoice Payment,Crypto Exchange,0.16,False
TX0002668,2023-01-06,2023,Bihar,Kerala,ACC991377,ACC673728,70943.81,Cash Deposit,Hawala Network,0.3,False
TX0002669,2024-03-08,2024,Tamil Nadu,Kerala,ACC832734,ACC242760,78690.7,Trade Invoice Payment,Cash,0.17,False
TX0002670,2021-01-05,2021,Rajasthan,Uttar Pradesh,ACC742894,ACC437416,126491.18,Remittance,UPI,0.11,False
TX0002671,2019-10-19,2019,Karnataka,Punjab,ACC706294,ACC556912,233764.61,Hawala-linked Transfer,Bank Transfer,0.65,True
TX0002672,2021-09-14,2021,Telangana,Assam,ACC263650,ACC454829,763550.26,Trade Invoice Payment,Cash,0.12,False
TX0002673,2021-01-21,2021,Andhra Pradesh,Assam,ACC859412,ACC546465,129899.27,Shell Company Transfer,Crypto Exchange,0.62,False
TX0002674,2020-06-02,2020,Mizoram,Jammu and Kashmir,ACC262703,ACC860665,347757.61,Cash Deposit,Crypto Exchange,0.23,False
TX0002675,2018-07-11,2018,Jammu and Kashmir,Delhi,ACC145659,ACC118897,45334.22,Remittance,Cash,0.11,False
TX0002676,2024-10-02,2024,Gujarat,Delhi,ACC338117,ACC590940,78148.43,Hawala-linked Transfer,UPI,0.57,False
TX0002677,2021-01-07,2021,Maharashtra,Bihar,ACC778324,ACC427710,48999.65,Crypto Off-ramp,Hawala Network,0.59,False
TX0002678,2024-07-21,2024,Gujarat,Madhya Pradesh,ACC202132,ACC925587,415241.79,Cash Deposit,Hawala Network,0.27,False
TX0002679,2022-11-11,2022,Jammu and Kashmir,Haryana,ACC908693,ACC445269,129026.39,Trade Invoice Payment,Bank Transfer,0.12,False
TX0002680,2023-08-11,2023,Odisha,Andhra Pradesh,ACC949891,ACC140427,57840.1,Remittance,Crypto Exchange,0.11,False
TX0002681,2023-02-03,2023,Telangana,Manipur,ACC180400,ACC573106,128415.47,Remittance,Hawala Network,0.22,False
TX0002682,2021-04-19,2021,Manipur,Uttar Pradesh,ACC698637,ACC997131,39624.72,Remittance,Crypto Exchange,0.17,False
TX0002683,2024-07-19,2024,Mizoram,Karnataka,ACC183708,ACC418404,5774.54,Cash Deposit,Hawala Network,0.21,False
TX0002684,2024-08-17,2024,Manipur,Andhra Pradesh,ACC487876,ACC563183,261737.83,Remittance,UPI,0.16,False
TX0002685,2019-08-07,2019,Delhi,Maharashtra,ACC764684,ACC398478,7978.01,Trade Invoice Payment,Cash,0.11,False
TX0002686,2021-05-05,2021,Gujarat,Mizoram,ACC136679,ACC104568,193085.64,Remittance,Bank Transfer,0.16,False
TX0002687,2022-01-26,2022,Gujarat,Telangana,ACC556471,ACC826637,28776.91,Remittance,Hawala Network,0.23,False
TX0002688,2021-04-10,2021,Telangana,Manipur,ACC782619,ACC840933,31726.18,Remittance,Hawala Network,0.18,False
TX0002689,2021-01-07,2021,Jammu and Kashmir,Kerala,ACC993029,ACC880052,38720.7,Trade Invoice Payment,Crypto Exchange,0.11,False
TX0002690,2021-10-01,2021,Maharashtra,West Bengal,ACC732453,ACC961118,89296.45,Trade Invoice Payment,UPI,0.28,False
TX0002691,2023-12-07,2023,Gujarat,Rajasthan,ACC246259,ACC257014,431652.5,Trade Invoice Payment,Bank Transfer,0.29,False
TX0002692,2023-03-09,2023,Madhya Pradesh,Madhya Pradesh,ACC115193,ACC545682,114303.77,Cash Deposit,Bank Transfer,0.07,False
TX0002693,2018-03-01,2018,Gujarat,Bihar,ACC375205,ACC396020,18950.03,Remittance,Crypto Exchange,0.22,False
TX0002694,2023-03-01,2023,Punjab,Gujarat,ACC233204,ACC598795,102233.49,Cash Deposit,Cash,0.12,False
TX0002695,2023-06-07,2023,Uttar Pradesh,Punjab,ACC152083,ACC252548,72146.86,Hawala-linked Transfer,Cash,0.7,True
TX0002696,2021-02-07,2021,Haryana,Tamil Nadu,ACC158356,ACC574284,30686.75,Remittance,Hawala Network,0.16,False
TX0002697,2021-12-05,2021,Karnataka,Punjab,ACC197237,ACC116123,23292.33,Hawala-linked Transfer,UPI,0.66,True
TX0002698,2019-07-02,2019,Mizoram,Uttar Pradesh,ACC651927,ACC209142,94303.21,Shell Company Transfer,Hawala Network,0.58,False
TX0002699,2018-04-23,2018,Punjab,Uttar Pradesh,ACC172961,ACC316669,169963.21,Crypto Off-ramp,Hawala Network,0.75,True
TX0002700,2024-02-25,2024,Delhi,Maharashtra,ACC932868,ACC428224,38660.22,Crypto Off-ramp,Cash,0.58,False
TX0002701,2018-05-17,2018,Maharashtra,Andhra Pradesh,ACC591641,ACC699263,43630.27,Trade Invoice Payment,Cash,0.11,False
TX0002702,2019-06-13,2019,Tamil Nadu,Odisha,ACC714497,ACC668851,80057.69,Shell Company Transfer,Cash,0.74,True
TX0002703,2020-02-24,2020,Haryana,Odisha,ACC347711,ACC410758,51178.99,Trade Invoice Payment,UPI,0.12,False
TX0002704,2018-04-03,2018,Madhya Pradesh,Delhi,ACC191243,ACC614104,456808.2,Hawala-linked Transfer,Hawala Network,0.64,False
TX0002705,2019-09-19,2019,Kerala,Odisha,ACC657541,ACC706855,209888.82,Trade Invoice Payment,Cash,0.12,False
TX0002706,2019-10-02,2019,Madhya Pradesh,Maharashtra,ACC981880,ACC428932,509678.44,Remittance,Cash,0.17,False
TX0002707,2021-03-24,2021,Rajasthan,Bihar,ACC842252,ACC614738,73023.19,Cash Deposit,Hawala Network,0.19,False
TX0002708,2021-03-27,2021,Maharashtra,Karnataka,ACC626535,ACC271791,88489.84,Remittance,Crypto Exchange,0.29,False
TX0002709,2024-09-10,2024,Maharashtra,Manipur,ACC702832,ACC253768,167405.11,Trade Invoice Payment,Cash,0.2,False
TX0002710,2019-09-08,2019,Andhra Pradesh,Punjab,ACC827520,ACC440610,139662.81,Hawala-linked Transfer,Hawala Network,0.72,True
TX0002711,2021-02-26,2021,Madhya Pradesh,Punjab,ACC845457,ACC973049,111461.45,Shell Company Transfer,UPI,0.68,True
TX0002712,2018-04-19,2018,Uttar Pradesh,Karnataka,ACC481728,ACC478252,193843.54,Remittance,Crypto Exchange,0.13,False
TX0002713,2022-07-15,2022,Madhya Pradesh,Gujarat,ACC522024,ACC226079,1227848.63,Trade Invoice Payment,Crypto Exchange,0.12,False
TX0002714,2022-07-13,2022,Jammu and Kashmir,Tamil Nadu,ACC433466,ACC115089,40797.52,Trade Invoice Payment,UPI,0.11,False
TX0002715,2024-09-27,2024,Telangana,Gujarat,ACC592956,ACC441710,121160.51,Cash Deposit,UPI,0.23,False
TX0002716,2022-12-23,2022,Karnataka,Jammu and Kashmir,ACC173076,ACC414313,122048.34,Cash Deposit,Crypto Exchange,0.26,False
TX0002717,2019-03-09,2019,Manipur,Manipur,ACC520401,ACC844549,53041.84,Remittance,UPI,0.08,False
TX0002718,2018-08-24,2018,Tamil Nadu,Karnataka,ACC221946,ACC197488,2357238.12,Remittance,UPI,0.44,False
TX0002719,2024-02-10,2024,Odisha,Bihar,ACC119253,ACC850314,92849.18,Shell Company Transfer,Cash,0.56,False
TX0002720,2021-05-24,2021,Bihar,Mizoram,ACC153848,ACC992673,148924.34,Hawala-linked Transfer,UPI,0.69,True
TX0002721,2020-12-09,2020,Maharashtra,Karnataka,ACC132085,ACC159765,220583.54,Remittance,Bank Transfer,0.29,False
TX0002722,2024-07-02,2024,Kerala,Tamil Nadu,ACC635385,ACC359478,357323.18,Remittance,Bank Transfer,0.23,False
TX0002723,2020-06-21,2020,Bihar,Punjab,ACC691082,ACC290191,40106.27,Remittance,Cash,0.2,False
TX0002724,2022-04-22,2022,Maharashtra,Uttar Pradesh,ACC803442,ACC772713,29932.19,Remittance,Cash,0.15,False
TX0002725,2020-04-17,2020,Rajasthan,Jammu and Kashmir,ACC724248,ACC897871,115131.76,Hawala-linked Transfer,Crypto Exchange,0.66,True
TX0002726,2022-01-15,2022,Gujarat,Assam,ACC380735,ACC603697,38848.21,Shell Company Transfer,Hawala Network,0.69,True
TX0002727,2018-08-23,2018,West Bengal,Andhra Pradesh,ACC936916,ACC591899,6004.7,Hawala-linked Transfer,Cash,0.73,True
TX0002728,2023-06-15,2023,Tamil Nadu,Bihar,ACC541889,ACC424218,6832.43,Shell Company Transfer,Hawala Network,0.67,True
TX0002729,2024-01-18,2024,Delhi,Tamil Nadu,ACC452388,ACC985155,91838.84,Shell Company Transfer,UPI,0.69,True
TX0002730,2023-03-21,2023,Mizoram,Karnataka,ACC565885,ACC693027,107508.47,Hawala-linked Transfer,Bank Transfer,0.75,True
TX0002731,2018-05-06,2018,Odisha,Uttar Pradesh,ACC809801,ACC251909,47312.11,Hawala-linked Transfer,Cash,0.73,True
TX0002732,2023-08-25,2023,Andhra Pradesh,Telangana,ACC790847,ACC928984,555641.12,Trade Invoice Payment,UPI,0.26,False
TX0002733,2021-08-07,2021,Odisha,Manipur,ACC289801,ACC513259,75042.85,Remittance,Crypto Exchange,0.29,False
TX0002734,2024-01-19,2024,Andhra Pradesh,West Bengal,ACC745212,ACC215885,96164.81,Trade Invoice Payment,Crypto Exchange,0.18,False
TX0002735,2024-01-04,2024,Kerala,Haryana,ACC341322,ACC958787,165487.92,Trade Invoice Payment,Bank Transfer,0.24,False
TX0002736,2018-10-07,2018,Madhya Pradesh,Andhra Pradesh,ACC921733,ACC419675,52696.28,Cash Deposit,Hawala Network,0.22,False
TX0002737,2018-02-01,2018,Mizoram,Kerala,ACC905881,ACC767110,55377.98,Cash Deposit,Cash,0.22,False
TX0002738,2020-01-11,2020,Jammu and Kashmir,Haryana,ACC975072,ACC644896,112284.71,Trade Invoice Payment,Crypto Exchange,0.12,False
TX0002739,2021-04-26,2021,Telangana,Andhra Pradesh,ACC179107,ACC771834,35908.99,Trade Invoice Payment,Bank Transfer,0.28,False
TX0002740,2022-11-13,2022,Andhra Pradesh,Punjab,ACC975574,ACC902973,98460.01,Remittance,Hawala Network,0.25,False
TX0002741,2024-09-02,2024,Andhra Pradesh,Assam,ACC571049,ACC557634,281216.12,Hawala-linked Transfer,Cash,0.68,True
TX0002742,2018-04-05,2018,West Bengal,Tamil Nadu,ACC970632,ACC300020,73292.4,Cash Deposit,Hawala Network,0.17,False
TX0002743,2024-01-09,2024,Tamil Nadu,Assam,ACC169987,ACC909439,29099.95,Shell Company Transfer,Bank Transfer,0.61,False
TX0002744,2022-06-14,2022,Kerala,Tamil Nadu,ACC326373,ACC405627,2266991.26,Hawala-linked Transfer,Hawala Network,0.99,True
TX0002745,2020-04-04,2020,Bihar,Odisha,ACC687956,ACC403142,107328.46,Hawala-linked Transfer,Cash,0.7,True
TX0002746,2022-09-06,2022,Gujarat,Haryana,ACC522742,ACC250522,443391.08,Shell Company Transfer,Crypto Exchange,0.57,False
TX0002747,2019-01-20,2019,Tamil Nadu,Punjab,ACC202625,ACC326644,91100.59,Trade Invoice Payment,UPI,0.11,False
TX0002748,2023-06-24,2023,Mizoram,West Bengal,ACC133395,ACC828679,21589.32,Shell Company Transfer,Crypto Exchange,0.57,False
TX0002749,2023-10-20,2023,Rajasthan,Assam,ACC821606,ACC746830,60875.66,Remittance,Crypto Exchange,0.25,False
TX0002750,2022-07-23,2022,Karnataka,Rajasthan,ACC886955,ACC109537,26495.59,Remittance,Hawala Network,0.22,False
TX0002751,2019-09-03,2019,Rajasthan,Assam,ACC645097,ACC728926,58016.06,Cash Deposit,Bank Transfer,0.28,False
TX0002752,2024-08-22,2024,Mizoram,Assam,ACC785910,ACC552918,151227.93,Remittance,Crypto Exchange,0.2,False
TX0002753,2023-08-16,2023,Uttar Pradesh,Uttar Pradesh,ACC381898,ACC190346,51880.81,Trade Invoice Payment,Bank Transfer,0.1,False
TX0002754,2023-02-11,2023,Haryana,Uttar Pradesh,ACC456757,ACC749006,23938.69,Trade Invoice Payment,Hawala Network,0.11,False
TX0002755,2022-04-27,2022,Madhya Pradesh,Maharashtra,ACC700173,ACC590147,111990.31,Trade Invoice Payment,Bank Transfer,0.21,False
TX0002756,2018-07-01,2018,Bihar,Karnataka,ACC661950,ACC790054,59290.41,Shell Company Transfer,Bank Transfer,0.72,True
TX0002757,2019-03-16,2019,Kerala,Uttar Pradesh,ACC961688,ACC692416,39227.52,Cash Deposit,Crypto Exchange,0.27,False
TX0002758,2019-09-24,2019,Kerala,Bihar,ACC678322,ACC192468,2862587.04,Hawala-linked Transfer,Cash,0.93,True
TX0002759,2020-01-26,2020,Jammu and Kashmir,Madhya Pradesh,ACC189622,ACC716007,26089.0,Trade Invoice Payment,Crypto Exchange,0.11,False
TX0002760,2020-11-08,2020,Manipur,West Bengal,ACC850609,ACC253311,249416.91,Trade Invoice Payment,Cash,0.29,False
TX0002761,2024-09-26,2024,Manipur,Gujarat,ACC573106,ACC533782,18006.22,Trade Invoice Payment,Hawala Network,0.17,False
TX0002762,2021-04-21,2021,Punjab,Tamil Nadu,ACC958199,ACC366724,97102.76,Remittance,Cash,0.29,False
TX0002763,2019-05-09,2019,Delhi,Madhya Pradesh,ACC268849,ACC458568,192406.21,Trade Invoice Payment,Bank Transfer,0.18,False
TX0002764,2023-12-06,2023,Jammu and Kashmir,Tamil Nadu,ACC858646,ACC228689,30017.75,Remittance,Hawala Network,0.28,False
TX0002765,2019-11-04,2019,Delhi,Telangana,ACC601864,ACC913836,252024.31,Hawala-linked Transfer,Hawala Network,0.74,True
TX0002766,2019-02-14,2019,Tamil Nadu,Delhi,ACC357977,ACC725433,134591.16,Remittance,Crypto Exchange,0.28,False
TX0002767,2023-06-20,2023,West Bengal,Odisha,ACC520157,ACC568843,22179.24,Trade Invoice Payment,Bank Transfer,0.17,False
TX0002768,2019-08-16,2019,Maharashtra,West Bengal,ACC226923,ACC211814,136112.32,Cash Deposit,Crypto Exchange,0.16,False
TX0002769,2021-04-21,2021,Maharashtra,Tamil Nadu,ACC790930,ACC640659,214918.62,Trade Invoice Payment,Crypto Exchange,0.17,False
TX0002770,2023-09-27,2023,Bihar,Uttar Pradesh,ACC230579,ACC746446,153227.22,Trade Invoice Payment,Crypto Exchange,0.24,False
TX0002771,2023-06-09,2023,Uttar Pradesh,Bihar,ACC399453,ACC327678,125754.16,Hawala-linked Transfer,Hawala Network,0.74,True
TX0002772,2018-05-12,2018,Assam,Odisha,ACC708725,ACC830823,137070.51,Remittance,Bank Transfer,0.12,False
TX0002773,2021-02-03,2021,Madhya Pradesh,Telangana,ACC236318,ACC319229,21967.47,Cash Deposit,Hawala Network,0.2,False
TX0002774,2021-06-07,2021,Delhi,Mizoram,ACC204575,ACC581267,35979.98,Trade Invoice Payment,Crypto Exchange,0.11,False
TX0002775,2019-04-05,2019,Bihar,Manipur,ACC269339,ACC980928,23391.8,Shell Company Transfer,UPI,0.7,True
TX0002776,2024-02-06,2024,Rajasthan,Haryana,ACC412378,ACC961882,56151.12,Cash Deposit,Cash,0.29,False
TX0002777,2023-12-17,2023,Tamil Nadu,Telangana,ACC906605,ACC549880,78606.63,Trade Invoice Payment,Cash,0.28,False
TX0002778,2020-10-13,2020,Bihar,Telangana,ACC772655,ACC722523,61971.27,Shell Company Transfer,Hawala Network,0.57,False
TX0002779,2019-04-27,2019,Jammu and Kashmir,Odisha,ACC789160,ACC914310,878166.58,Hawala-linked Transfer,Bank Transfer,0.66,True
TX0002780,2024-05-14,2024,West Bengal,Manipur,ACC711864,ACC119298,146271.98,Shell Company Transfer,UPI,0.63,False
TX0002781,2023-04-02,2023,Delhi,Odisha,ACC900972,ACC221417,199377.91,Crypto Off-ramp,Cash,0.71,True
TX0002782,2018-08-07,2018,Karnataka,Bihar,ACC269664,ACC257279,320044.55,Hawala-linked Transfer,Crypto Exchange,0.61,False
TX0002783,2021-06-01,2021,Delhi,West Bengal,ACC169454,ACC276561,77729.03,Crypto Off-ramp,UPI,0.65,True
TX0002784,2021-01-15,2021,Madhya Pradesh,Odisha,ACC783016,ACC458387,37406.34,Remittance,Cash,0.14,False
TX0002785,2019-07-12,2019,Andhra Pradesh,Rajasthan,ACC457219,ACC922559,119361.37,Remittance,UPI,0.25,False
TX0002786,2021-10-21,2021,Madhya Pradesh,Assam,ACC756708,ACC782226,134330.08,Trade Invoice Payment,Bank Transfer,0.18,False
